YEAR,RK,TEAM,HOME GMS,HOME TOTAL,HOME AVG,HOME PCT,ROAD GMS,ROAD AVG,ROAD PCT,OVERALL GMS,OVERALL AVG,OVERALL PCT
2023,1,Bulls,41,"841,632","20,527",,41,"18,243",4155.5,82,"19,385",8831.3
2023,2,76ers,41,"839,261","20,469",,41,"17,910",4079.7,82,"19,190",8742.3
2023,3,Mavericks,41,"827,282","20,177",,41,"18,138",2065.8,82,"19,158",4363.8
2023,4,Heat,41,"807,190","19,687",,41,"18,369",4184.1,82,"19,028",8668.4
2023,5,Celtics,41,"766,240","19,156",,41,"18,830",4289.3,82,"18,991",8546.1
2023,6,NY Knicks,41,"795,110","19,392",,41,"18,467",4206.5,82,"18,930",8623.8
2023,7,Warriors,41,"740,624","18,064",,41,"19,772",2196.9,82,"18,907",4254.2
2023,8,Raptors,41,"811,261","19,786",,41,"17,755",4044.4,82,"18,771",8551.4
2023,9,Cavaliers,41,"777,280","19,432",,41,"18,093",4121.2,82,"18,754",8439.5
2023,10,Lakers,41,"763,168","18,613",,41,"18,777",2138.5,82,"18,695",4258.5
2023,11,Nuggets,41,"788,635","19,235",,41,"17,628",2007.6,82,"18,431",4198.3
2023,12,Trail Blazers,41,"767,374","18,716",,41,"17,786",3952.6,82,"18,257",8215.8
2023,13,Pistons,41,"759,715","18,529",,41,"17,866",4069.5,82,"18,197",8290.1
2023,14,Jazz,41,"728,240","18,206",,41,"17,881",2036.5,82,"18,041",4059.4
2023,15,Nets,41,"724,439","17,669",,41,"18,312",4171.1,82,"17,990",8195.8
2023,16,Bucks,41,"718,786","17,531",,41,"18,296",4167.4,82,"17,913",8160.7
2023,17,Magic,41,"728,405","17,765",,41,"18,013",4003,82,"17,888",8049.7
2023,18,Hawks,41,"719,787","17,555",,41,"18,053",4112.1,82,"17,804",8110.9
2023,19,Grizzlies,41,"707,836","17,264",,41,"18,162",4137,82,"17,713",8069.5
2023,20,Suns,41,"682,840","17,071",,41,"18,294",2083.5,82,"17,690",3980.3
2023,21,Clippers,41,"720,543","17,574",97.6,41,"17,625",,82,"17,599",195.6
2023,22,Hornets,41,"702,052","17,123",,41,"18,032",4107.5,82,"17,578",8007.8
2023,23,Wizards,41,"710,481","17,328",,41,"17,753",4043.9,82,"17,541",7991
2023,24,Kings,41,"715,491","17,451",,41,"17,534",1996.9,82,"17,492",3984.4
2023,25,Pelicans,41,"687,691","16,772",,41,"18,021",2052.5,82,"17,397",3962.7
2023,26,Spurs,41,"694,434","16,937",,41,"17,649",2010.1,82,"17,293",3939.1
2023,27,Timberwolves,41,"687,510","16,768",,41,"17,499",1993,82,"17,133",3902.7
2023,28,Rockets,41,"668,865","16,313",,41,"17,677",2013.3,82,"16,995",3871.2
2023,29,Pacers,41,"641,562","15,647",,41,"17,900",4077.4,82,"16,774",7641.7
2023,30,Thunder,41,"636,903","15,534",,41,"17,948",1994.3,82,"16,726",3763.4
,,,,,,,,,,,,
